Unnamed: 0,Unnamed: 0.1,YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,MKT_UNIQUE_CARRIER,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,Unnamed: 61,Unnamed: 60,BRANDED_CODE_SHARE,SCH_OP_CARRIER_FL_NUM,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,DUP,Unnamed: 63,MKT_CARRIER,Unnamed: 64,Departure_Hour
63945,63945,2021,1,29,5,2021-01-29,DL,19790,4652,9E,20363.0,N8847A,4652,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,1808,1803.0,-5.0,0.0,0.0,-1.0,1800-1859,8.0,1811.0,1934.0,9.0,2005,1943.0,-22.0,0.0,0.0,-2.0,2000-2059,0.0,0,0.0,117.0,100.0,83.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,18
63946,63946,2021,1,31,7,2021-01-31,DL,19790,4652,9E,20363.0,N8775A,4652,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,1808,1801.0,-7.0,0.0,0.0,-1.0,1800-1859,59.0,1900.0,2007.0,11.0,2005,2018.0,13.0,13.0,0.0,0.0,2000-2059,0.0,0,0.0,117.0,137.0,67.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,18
66370,66370,2021,1,6,3,2021-01-06,DL,19790,4732,9E,20363.0,N835AY,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,13.0,733.0,850.0,12.0,920,902.0,-18.0,0.0,0.0,-2.0,0900-0959,0.0,0,0.0,115.0,102.0,77.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66371,66371,2021,1,7,4,2021-01-07,DL,19790,4732,9E,20363.0,N8969A,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,9.0,729.0,842.0,11.0,920,853.0,-27.0,0.0,0.0,-2.0,0900-0959,0.0,0,0.0,115.0,93.0,73.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66372,66372,2021,1,8,5,2021-01-08,DL,19790,4732,9E,20363.0,N8980A,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,24.0,744.0,852.0,13.0,920,905.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,0,0.0,115.0,105.0,68.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66373,66373,2021,1,9,6,2021-01-09,DL,19790,4732,9E,20363.0,N8783E,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,9.0,729.0,841.0,8.0,920,849.0,-31.0,0.0,0.0,-2.0,0900-0959,0.0,0,0.0,115.0,89.0,72.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66374,66374,2021,1,10,7,2021-01-10,DL,19790,4732,9E,20363.0,N8974C,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,33.0,753.0,910.0,9.0,920,919.0,-1.0,0.0,0.0,-1.0,0900-0959,0.0,0,0.0,115.0,119.0,77.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66375,66375,2021,1,11,1,2021-01-11,DL,19790,4732,9E,20363.0,N836AY,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,8.0,728.0,846.0,7.0,920,853.0,-27.0,0.0,0.0,-2.0,0900-0959,0.0,0,0.0,115.0,93.0,78.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66376,66376,2021,1,12,2,2021-01-12,DL,19790,4732,9E,20363.0,N8896A,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,24.0,744.0,907.0,12.0,920,919.0,-1.0,0.0,0.0,-1.0,0900-0959,0.0,0,0.0,115.0,119.0,83.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
66377,66377,2021,1,13,3,2021-01-13,DL,19790,4732,9E,20363.0,N8688C,4732,10135,1013506,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,11433,1143302,31295,DTW,"Detroit, MI",MI,Michigan,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,9.0,729.0,842.0,12.0,920,854.0,-26.0,0.0,0.0,-2.0,0900-0959,0.0,0,0.0,115.0,94.0,73.0,1.0,425.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,7
